,Gender,Age,Ever_Married,Family_Size,Profession,Graduated,Work_Experience,Energy_Consumption,Preferred_Renewable,Group
1823,Female,84,Yes,2.0,Lawyer,Yes,3.0,High,Solar,A
1824,Male,39,Yes,2.0,Healthcare,Yes,11.0,Average,Biomass,D
1825,Female,39,No,1.0,Artist,Yes,0.0,Low,Solar,A
1826,Male,50,Yes,4.0,Artist,Yes,1.0,Average,Solar,C
1827,Male,40,Yes,5.0,Doctor,Yes,1.0,Low,Solar,A
1828,Male,39,Yes,2.0,Artist,Yes,,Average,Hydro,C
1829,Male,38,Yes,3.0,Artist,Yes,4.0,Average,Solar,C
1830,Male,71,Yes,2.0,Lawyer,No,1.0,High,Solar,B
1831,Female,35,No,1.0,Artist,Yes,10.0,Low,Solar,A
1832,Male,27,Yes,5.0,Healthcare,Yes,5.0,Low,Solar,D
1833,Male,33,Yes,3.0,Healthcare,No,8.0,Average,Solar,C
1834,Male,37,Yes,3.0,Artist,No,,Average,Hydro,B
1835,Male,74,Yes,2.0,Lawyer,Yes,1.0,High,Solar,B
1836,Male,20,No,2.0,Marketing,No,0.0,Low,Solar,D
1837,Female,30,Yes,4.0,Entertainment,No,1.0,High,Geothermal,D
1838,Male,22,No,4.0,Doctor,No,0.0,Low,Solar,B
1839,Female,43,No,1.0,Homemaker,Yes,9.0,Low,Solar,A
1840,Male,36,No,2.0,Artist,Yes,11.0,Low,Solar,C
1841,Male,29,No,2.0,Healthcare,Yes,4.0,Low,Solar,C
1842,Female,43,No,6.0,Entertainment,Yes,0.0,Low,Solar,A
1843,Male,38,No,1.0,Entertainment,Yes,7.0,Low,Solar,D
1844,Female,40,Yes,5.0,Artist,Yes,5.0,High,,B
1845,Female,68,Yes,4.0,Lawyer,Yes,9.0,High,Solar,C
1846,Male,57,Yes,,Artist,Yes,1.0,Average,Solar,C
1847,Female,35,No,2.0,Entertainment,Yes,9.0,Low,Solar,A
1848,Female,23,No,4.0,Doctor,No,7.0,Low,Biomass,C
1849,Male,50,No,1.0,Artist,Yes,1.0,Low,Solar,B
1850,Female,32,No,5.0,Doctor,Yes,0.0,Low,Solar,D
1851,Male,59,Yes,1.0,Entertainment,Yes,9.0,Low,Solar,A
1852,Female,30,No,5.0,Healthcare,Yes,3.0,Low,Solar,B
1853,Female,35,No,1.0,Artist,Yes,0.0,Low,Solar,A
1854,Male,48,No,2.0,Healthcare,Yes,1.0,Low,Solar,D
1855,Male,29,No,4.0,Healthcare,No,9.0,Low,Wind,D
1856,Female,40,Yes,2.0,Artist,Yes,1.0,Average,Solar,C
1857,Male,38,Yes,3.0,Artist,Yes,1.0,Average,Biomass,C
1858,Male,36,Yes,1.0,Engineer,No,0.0,Low,Solar,D
1859,Male,20,No,4.0,Healthcare,No,0.0,Low,Solar,D
1860,Male,29,No,3.0,Healthcare,No,6.0,Low,Solar,C
1861,Male,42,Yes,3.0,Executive,No,3.0,High,Hydro,A
1862,Female,35,Yes,1.0,Entertainment,Yes,1.0,Low,Solar,D
1863,Female,37,Yes,6.0,Engineer,No,1.0,Average,Hydro,B
1864,Female,52,Yes,4.0,Artist,No,0.0,Average,Solar,C
1865,Male,53,No,2.0,Artist,Yes,0.0,Low,Hydro,C
1866,Male,30,Yes,6.0,Artist,No,9.0,High,Biomass,A
1867,Female,65,Yes,2.0,Artist,Yes,1.0,Low,Solar,B
1868,Female,23,No,3.0,Healthcare,No,1.0,Low,Solar,D
1869,Female,32,No,3.0,Entertainment,No,0.0,Low,Hydro,C
1870,Female,36,No,1.0,Homemaker,Yes,9.0,Low,Biomass,A
1871,Male,27,No,3.0,Entertainment,No,1.0,Low,Hydro,B
1872,Male,36,Yes,2.0,Executive,Yes,0.0,Low,Wind,B
1873,Male,37,No,1.0,Artist,Yes,12.0,Low,Solar,B
1874,Male,29,No,3.0,Entertainment,No,0.0,Low,Solar,D
1875,Male,29,No,5.0,Executive,Yes,0.0,Low,Solar,C
1876,Male,27,No,6.0,Doctor,Yes,1.0,Low,Hydro,D
1877,Female,35,No,1.0,Engineer,Yes,2.0,Low,Not Interested,B
1878,Male,40,No,1.0,Artist,Yes,1.0,Low,Solar,A
1879,Male,37,No,4.0,Entertainment,Yes,6.0,Low,Biomass,A
1880,Male,19,No,5.0,Healthcare,No,0.0,Low,Hydro,D
1881,Male,29,No,4.0,Healthcare,Yes,0.0,Low,Solar,D
1882,Female,53,Yes,2.0,Artist,Yes,0.0,Average,Wind,C
1883,Male,25,No,,Healthcare,Yes,0.0,Low,Wind,D
1884,Female,38,Yes,1.0,,Yes,1.0,Low,Wind,C
1885,Male,48,Yes,6.0,Artist,Yes,,Low,Solar,B
1886,Female,26,No,1.0,Engineer,No,4.0,Low,Not Interested,A
1887,Female,30,No,4.0,Healthcare,Yes,0.0,Low,Solar,D
1888,Male,30,No,2.0,Entertainment,No,1.0,Low,Hydro,D
1889,Male,69,Yes,3.0,Executive,No,1.0,High,Solar,B
1890,Male,57,Yes,1.0,Artist,Yes,0.0,Low,Wind,A
1891,Female,56,Yes,2.0,Artist,Yes,4.0,Average,Solar,C
1892,Male,27,No,4.0,Healthcare,Yes,8.0,Low,Solar,D
1893,Male,21,No,6.0,Healthcare,No,0.0,Low,Hydro,D
1894,Female,71,Yes,4.0,Artist,Yes,0.0,High,Tidal,B
1895,Female,39,No,4.0,Entertainment,Yes,8.0,Low,Hydro,D
1896,Female,87,Yes,2.0,Lawyer,Yes,1.0,High,Solar,A
1897,Male,59,Yes,3.0,Entertainment,No,6.0,Average,Wind,B
1898,Male,32,No,1.0,Marketing,Yes,8.0,Low,Solar,D
1899,Male,40,Yes,4.0,Executive,No,7.0,Low,Solar,A
1900,Female,58,Yes,3.0,Artist,Yes,0.0,High,,B
1901,Male,19,No,5.0,Healthcare,No,,Low,Hydro,D
1902,Female,31,No,9.0,Marketing,Yes,0.0,Low,Not Interested,D
1903,Male,31,No,4.0,Healthcare,No,,Low,Solar,B
1904,Female,43,Yes,2.0,Engineer,No,,Average,Hydro,D
1905,Male,47,Yes,5.0,,No,1.0,Low,Wind,A
1906,Male,35,No,4.0,Marketing,No,0.0,Low,Hydro,D
1907,Female,46,Yes,2.0,Artist,Yes,8.0,Average,Solar,C
1908,Male,69,Yes,2.0,Artist,Yes,1.0,Low,Solar,A
1909,Male,69,Yes,3.0,Doctor,Yes,0.0,High,Solar,C
1910,Female,45,Yes,5.0,Entertainment,Yes,3.0,Average,Wind,B
1911,Male,38,Yes,4.0,Artist,Yes,0.0,Low,Solar,A
1912,Male,39,Yes,3.0,Executive,Yes,5.0,High,Solar,C
1913,Male,65,Yes,,Artist,Yes,4.0,Low,Solar,B
1914,Female,23,No,5.0,Healthcare,No,2.0,Low,Solar,D
1915,Female,58,Yes,6.0,Engineer,No,0.0,Average,Hydro,A
1916,Male,84,Yes,2.0,Entertainment,Yes,0.0,High,Solar,D
1917,Male,35,Yes,2.0,Artist,Yes,5.0,Average,Solar,C
1918,Female,22,No,2.0,Healthcare,No,1.0,Low,Solar,D
1919,Male,30,No,4.0,Executive,No,,Low,Solar,D
1920,Male,23,No,2.0,Healthcare,No,0.0,Low,Hydro,D
1921,Female,41,No,3.0,Artist,Yes,3.0,Low,Solar,D
1922,Male,50,Yes,3.0,Executive,Yes,4.0,High,Solar,C
1923,Male,50,Yes,4.0,Executive,Yes,0.0,High,Solar,A
1924,Female,28,No,1.0,Homemaker,Yes,8.0,Low,Solar,D
1925,Female,37,Yes,2.0,Doctor,Yes,1.0,Average,Solar,C
1926,Male,19,No,6.0,Healthcare,No,,Low,Solar,D
1927,Female,30,No,5.0,Healthcare,Yes,,Low,Biomass,A
1928,Male,43,Yes,,Executive,No,3.0,Low,Solar,B
1929,Male,73,Yes,2.0,Executive,No,1.0,High,Hydro,D
1930,Female,19,No,,Healthcare,No,0.0,Low,Solar,D
1931,Male,50,Yes,3.0,Executive,Yes,1.0,High,Solar,C
1932,Male,51,Yes,2.0,,Yes,1.0,Low,Solar,D
1933,Female,32,Yes,2.0,Artist,Yes,4.0,High,Solar,C
1934,Female,39,No,1.0,Doctor,Yes,2.0,Low,Solar,B
1935,Male,43,No,4.0,Doctor,Yes,1.0,Low,Solar,A
1936,Female,33,No,2.0,Artist,Yes,5.0,Low,Hydro,B
1937,Male,61,Yes,3.0,Artist,Yes,1.0,Average,Wind,C
1938,Female,70,Yes,2.0,Doctor,Yes,0.0,Average,Solar,C
1939,Male,66,Yes,2.0,Artist,Yes,1.0,Average,Solar,B
1940,Female,72,Yes,1.0,Artist,Yes,0.0,Low,Solar,C
1941,Male,71,Yes,2.0,Artist,Yes,0.0,High,Solar,B
1942,Male,18,No,9.0,Healthcare,No,8.0,Low,Solar,D
1943,Male,33,Yes,2.0,Artist,No,1.0,Average,Hydro,B
1944,Male,28,No,1.0,Artist,Yes,9.0,Low,Solar,A
1945,Female,27,Yes,2.0,Marketing,Yes,11.0,Average,Solar,A
1946,Female,38,Yes,5.0,Engineer,No,1.0,Low,Tidal,B
1947,Male,63,Yes,7.0,Artist,Yes,0.0,Average,Solar,C
1948,Male,70,Yes,3.0,Lawyer,Yes,0.0,High,Solar,A
1949,Female,26,No,1.0,Healthcare,Yes,10.0,Low,Solar,D
1950,Male,36,Yes,2.0,Entertainment,No,1.0,Low,Hydro,A
1951,Female,47,Yes,3.0,Artist,Yes,0.0,Low,Solar,C
1952,Male,28,No,2.0,Entertainment,No,9.0,Low,Solar,A
1953,Female,26,No,5.0,Entertainment,Yes,1.0,Low,Solar,C
1954,Male,65,Yes,2.0,Lawyer,No,,High,Wind,B
1955,Male,20,No,3.0,Marketing,No,1.0,Low,Hydro,D
1956,Male,30,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
1957,Male,41,No,2.0,Entertainment,Yes,8.0,Low,Solar,A
1958,Female,40,No,1.0,Doctor,Yes,1.0,Low,Solar,A
1959,Female,47,Yes,4.0,Engineer,No,1.0,Average,Hydro,B
1960,Male,40,Yes,5.0,Entertainment,Yes,2.0,Average,Solar,A
1961,Female,53,Yes,3.0,Engineer,No,0.0,Average,Solar,A
1962,Female,28,No,2.0,Homemaker,Yes,,Low,Hydro,B
1963,Male,60,Yes,2.0,Artist,Yes,1.0,Low,Solar,A
1964,Female,27,No,1.0,Artist,Yes,8.0,Low,Solar,A
1965,Male,43,Yes,2.0,Artist,Yes,2.0,Low,Solar,B
1966,Female,33,No,3.0,Homemaker,Yes,7.0,Low,Biomass,C
1967,Male,56,Yes,2.0,Entertainment,Yes,0.0,Average,Solar,C
1968,Male,70,Yes,2.0,Executive,Yes,1.0,High,Solar,C
1969,Male,70,Yes,2.0,Doctor,No,1.0,High,Solar,D
1970,Male,73,Yes,3.0,Executive,No,,High,Solar,C
1971,Female,38,Yes,2.0,Entertainment,Yes,,Average,Biomass,A
1972,Female,40,No,3.0,Engineer,Yes,6.0,Low,Solar,D
1973,Male,88,Yes,,Executive,No,,Low,Solar,D
1974,Female,29,No,4.0,Healthcare,Yes,1.0,Low,Solar,D
1975,Male,27,Yes,2.0,Executive,Yes,,High,Solar,A
1976,Female,40,Yes,2.0,Engineer,Yes,0.0,Average,Solar,B
1977,Male,82,Yes,1.0,Lawyer,Yes,1.0,Low,Solar,A
1978,Female,38,No,1.0,Artist,Yes,7.0,Low,Solar,B
1979,Male,39,Yes,3.0,Doctor,Yes,0.0,Average,Solar,B
1980,Male,39,Yes,2.0,Artist,Yes,0.0,Average,Biomass,C
1981,Male,47,No,1.0,Artist,Yes,0.0,Low,Solar,A
1982,Male,75,Yes,2.0,Lawyer,Yes,0.0,High,Solar,A
1983,Female,37,Yes,4.0,Marketing,No,0.0,Low,Solar,D
1984,Male,84,Yes,2.0,Lawyer,No,1.0,High,Solar,A
1985,Female,42,No,2.0,Entertainment,Yes,6.0,Low,Solar,A
1986,Male,39,Yes,2.0,Doctor,Yes,0.0,Average,Tidal,D
1987,Male,42,Yes,2.0,Artist,Yes,0.0,Average,Solar,B
1988,Female,40,Yes,2.0,Artist,Yes,1.0,Average,Hydro,A
1989,Female,52,No,1.0,Doctor,Yes,1.0,Low,Hydro,B
1990,Male,52,No,1.0,Artist,No,5.0,Low,Solar,B
1991,Male,31,No,4.0,Entertainment,Yes,0.0,Low,Solar,D
1992,Male,37,Yes,2.0,Marketing,Yes,1.0,Low,Solar,D
1993,Male,27,No,1.0,Artist,Yes,3.0,Low,Biomass,A
1994,Female,35,No,4.0,Engineer,Yes,4.0,Low,Biomass,C
1995,Male,79,Yes,2.0,Artist,Yes,0.0,High,Solar,C
1996,Female,28,No,4.0,Doctor,Yes,1.0,Low,Solar,C
1997,Male,31,No,4.0,Healthcare,No,0.0,Low,Solar,D
1998,Male,88,Yes,3.0,Executive,No,0.0,High,Solar,D
1999,Female,51,No,1.0,Entertainment,Yes,4.0,Low,Solar,A
2000,Male,38,Yes,2.0,Entertainment,Yes,,Low,Solar,D
2001,Female,53,Yes,2.0,Artist,Yes,0.0,Average,Wind,B
2002,Female,43,No,2.0,Artist,Yes,8.0,Low,Solar,B
2003,Male,55,Yes,2.0,Executive,No,0.0,Low,Solar,A
2004,Male,35,No,2.0,Artist,Yes,4.0,Low,Solar,A
2005,Female,25,Yes,2.0,Engineer,No,1.0,Average,Hydro,A
2006,Male,58,Yes,4.0,Artist,Yes,6.0,Average,Solar,C
2007,Female,32,No,6.0,Doctor,Yes,1.0,Low,Solar,D
2008,Female,49,Yes,4.0,Artist,No,1.0,Average,Wind,C
2009,Female,53,Yes,2.0,Entertainment,No,9.0,High,Solar,A
2010,Female,31,Yes,4.0,Engineer,No,9.0,Low,Solar,A
2011,Male,39,No,2.0,Artist,Yes,1.0,Low,Solar,B
2012,Male,42,No,1.0,Entertainment,Yes,1.0,Low,Solar,A
2013,Male,20,No,5.0,Healthcare,No,1.0,Low,Biomass,D
2014,Male,50,Yes,2.0,Entertainment,Yes,1.0,Low,Solar,A
2015,Male,26,No,6.0,Doctor,No,0.0,Low,Biomass,B
2016,Male,46,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
2017,Male,30,No,2.0,Doctor,Yes,0.0,Low,Wind,A
2018,Female,60,Yes,2.0,Doctor,Yes,6.0,Average,Solar,C
2019,Male,84,Yes,1.0,Lawyer,No,0.0,Low,Solar,D
2020,Female,37,No,1.0,Homemaker,Yes,,Low,Solar,D
2021,Male,63,Yes,1.0,Artist,Yes,6.0,Low,Solar,B
2022,Female,38,No,2.0,Healthcare,Yes,0.0,Low,Solar,D
2023,Male,51,Yes,4.0,Entertainment,Yes,0.0,Average,Solar,C
2024,Male,20,No,4.0,Healthcare,No,0.0,Low,Wind,D
2025,Female,25,No,3.0,Healthcare,No,14.0,Low,Solar,D
2026,Female,33,No,5.0,Doctor,Yes,0.0,Low,Solar,D
2027,Female,31,No,1.0,Engineer,No,0.0,Low,Solar,D
2028,Male,57,Yes,3.0,Healthcare,Yes,1.0,Low,Solar,B
2029,Male,42,Yes,4.0,Artist,Yes,1.0,Low,Hydro,B
2030,Male,40,Yes,5.0,Entertainment,No,2.0,Average,Biomass,B
2031,Male,66,Yes,3.0,Lawyer,No,0.0,High,Solar,B
2032,Male,21,No,4.0,Homemaker,No,0.0,Low,Wind,A
2033,Male,73,Yes,2.0,Executive,No,1.0,High,Solar,B
2034,Female,46,Yes,2.0,Artist,Yes,0.0,Low,Solar,C
2035,Female,66,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
2036,Male,27,Yes,2.0,Doctor,Yes,0.0,Average,Geothermal,D
2037,Female,35,Yes,,Homemaker,Yes,,Low,Wind,D
2038,Female,53,Yes,4.0,Artist,No,1.0,High,Solar,A
2039,Male,80,Yes,1.0,Lawyer,No,8.0,Low,Solar,D
2040,Female,63,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
2041,Female,41,No,1.0,Doctor,Yes,9.0,Low,Hydro,A
2042,Male,43,Yes,4.0,Artist,Yes,1.0,Average,Solar,C
2043,Male,47,Yes,3.0,,Yes,1.0,High,Solar,B
2044,Female,18,No,5.0,Marketing,No,9.0,Low,Wind,B
2045,Female,33,No,4.0,Entertainment,Yes,1.0,Low,Solar,B
2046,Male,30,No,3.0,Engineer,No,9.0,Low,Hydro,D
2047,Male,85,Yes,2.0,Executive,Yes,1.0,High,Solar,D
2048,Female,46,Yes,,Artist,Yes,,High,Solar,C
2049,Male,48,Yes,2.0,Doctor,Yes,,Low,,A
2050,Male,80,Yes,2.0,Lawyer,Yes,,High,Solar,B
2051,Male,33,No,,Artist,Yes,8.0,Low,Geothermal,A
2052,Female,36,Yes,7.0,Artist,Yes,4.0,High,Solar,C
2053,Male,27,Yes,2.0,Entertainment,No,3.0,Average,Solar,B
2054,Male,28,No,5.0,Healthcare,No,0.0,Low,Hydro,B
2055,Female,35,Yes,3.0,Doctor,Yes,0.0,Average,Wind,A
2056,Male,26,No,3.0,Entertainment,Yes,1.0,Low,Solar,D
2057,Female,39,Yes,3.0,Homemaker,Yes,,Average,Wind,A
2058,Female,56,Yes,4.0,Artist,Yes,1.0,High,Biomass,B
2059,Female,26,No,2.0,Artist,Yes,13.0,Low,Solar,B
2060,Male,31,Yes,2.0,Entertainment,Yes,4.0,Low,Solar,B
2061,Male,21,No,2.0,Healthcare,No,0.0,Low,Solar,D
2062,Male,39,Yes,4.0,Entertainment,No,1.0,Average,Hydro,A
2063,Female,51,No,1.0,Artist,Yes,0.0,Low,Solar,C
2064,Male,45,Yes,4.0,Doctor,No,0.0,Low,Hydro,A
2065,Female,33,No,,Homemaker,Yes,11.0,Low,Solar,D
2066,Male,62,Yes,1.0,Lawyer,,0.0,Low,Solar,C
2067,Female,80,Yes,2.0,Lawyer,Yes,,High,Solar,A
2068,Male,77,Yes,1.0,Executive,Yes,1.0,Low,Solar,D
2069,Female,29,No,5.0,Healthcare,No,,Low,Hydro,D
2070,Female,33,Yes,5.0,Engineer,No,7.0,Average,Hydro,B
2071,Male,29,No,3.0,Artist,No,1.0,Low,Biomass,A
2072,Female,20,No,,Healthcare,No,1.0,Low,Solar,D
2073,Male,43,Yes,2.0,Artist,Yes,1.0,Low,Wind,B
2074,Female,18,No,3.0,Healthcare,No,1.0,Low,Solar,D
2075,Male,53,Yes,3.0,Artist,Yes,3.0,Average,Solar,B
2076,Male,28,Yes,3.0,Entertainment,Yes,3.0,Average,Not Interested,B
2077,Female,43,No,4.0,Entertainment,Yes,1.0,Low,Hydro,A
2078,Male,31,No,3.0,Entertainment,Yes,1.0,Low,Solar,D
2079,Female,28,No,2.0,Healthcare,Yes,,Low,Wind,D
2080,Male,65,Yes,2.0,Artist,Yes,1.0,Low,Solar,A
2081,Male,33,Yes,2.0,Artist,Yes,0.0,Average,Solar,B
2082,Male,49,Yes,6.0,Artist,Yes,0.0,Average,Solar,C
2083,Male,33,No,4.0,Healthcare,No,1.0,Low,Solar,C
2084,Male,53,Yes,2.0,Artist,Yes,6.0,Average,Solar,C
2085,Female,47,Yes,4.0,Artist,Yes,7.0,Average,Solar,C
2086,Male,31,No,7.0,Entertainment,No,1.0,Low,Hydro,D
2087,Male,52,Yes,4.0,Executive,Yes,1.0,High,Hydro,B
2088,Male,61,,2.0,Engineer,,2.0,Average,Wind,B
2089,Male,31,No,7.0,Healthcare,No,,Low,Solar,D
2090,Female,30,No,2.0,Healthcare,Yes,1.0,Low,Wind,A
2091,Male,63,Yes,2.0,Entertainment,Yes,,Average,Solar,C
2092,Male,69,Yes,2.0,Executive,No,9.0,Average,Solar,B
2093,Male,29,No,4.0,Engineer,Yes,0.0,Low,Wind,D
2094,Female,56,Yes,5.0,Engineer,No,1.0,Average,Solar,B
2095,Female,72,Yes,3.0,Artist,Yes,1.0,Average,Solar,B
2096,Male,88,Yes,1.0,Lawyer,No,,Low,Biomass,A
2097,Male,30,No,4.0,Engineer,No,1.0,Low,Solar,D
2098,Female,31,No,4.0,Healthcare,Yes,1.0,Low,Biomass,B
2099,Male,41,No,3.0,Artist,Yes,2.0,Low,Solar,A
2100,Female,31,No,7.0,Healthcare,Yes,9.0,Low,Geothermal,D
2101,Male,20,No,5.0,Healthcare,No,,Low,Wind,D
2102,Female,26,Yes,3.0,Marketing,No,7.0,High,Hydro,A
2103,Male,48,Yes,5.0,Entertainment,No,,Average,Solar,C
2104,Male,26,No,,Healthcare,No,,Low,Geothermal,D
2105,Male,20,No,4.0,Healthcare,No,1.0,Low,Solar,D
2106,Male,41,Yes,4.0,Artist,Yes,4.0,Low,Solar,A
2107,Male,20,No,5.0,Healthcare,,4.0,Low,Biomass,D
2108,Male,63,Yes,3.0,Homemaker,Yes,1.0,Low,Solar,B
2109,Male,88,Yes,1.0,Executive,Yes,1.0,Low,Solar,D
2110,Female,39,No,3.0,Engineer,Yes,,Low,Solar,B
2111,Male,55,Yes,4.0,Engineer,No,1.0,High,Solar,A
2112,Male,32,No,,Healthcare,Yes,,Low,Solar,D
2113,Male,32,No,2.0,Entertainment,Yes,1.0,Low,Solar,D
2114,Female,38,Yes,3.0,Artist,Yes,0.0,Average,Solar,A
2115,Female,62,Yes,1.0,Engineer,Yes,1.0,Low,Wind,B
2116,Male,18,No,5.0,Healthcare,No,1.0,Low,Hydro,D
2117,Male,67,Yes,2.0,Executive,No,1.0,High,Solar,D
2118,Female,42,Yes,2.0,Artist,Yes,9.0,Low,Solar,B
2119,Female,45,No,1.0,Engineer,Yes,0.0,Low,Solar,A
2120,Male,46,Yes,3.0,Doctor,No,0.0,Average,Hydro,D
2121,Male,20,No,4.0,Healthcare,No,2.0,Low,Hydro,D
2122,Female,41,Yes,3.0,Engineer,Yes,0.0,High,Solar,A
2123,Female,35,Yes,4.0,Engineer,No,7.0,Average,Hydro,A
2124,Female,52,Yes,2.0,Artist,Yes,6.0,Low,Solar,A
2125,Female,63,Yes,4.0,Artist,Yes,1.0,Average,Solar,B
2126,Male,51,Yes,3.0,Executive,No,5.0,Low,Biomass,C
2127,Female,29,Yes,2.0,Entertainment,Yes,0.0,Average,Solar,A
2128,Male,27,No,4.0,Doctor,No,0.0,Low,Solar,B
2129,Female,37,No,1.0,Doctor,Yes,1.0,Low,Hydro,A
2130,Female,29,Yes,2.0,Homemaker,No,,Average,Hydro,C
2131,Female,50,No,2.0,Artist,Yes,0.0,Low,Solar,A
2132,Male,74,Yes,1.0,Lawyer,Yes,1.0,Low,Solar,A
2133,Female,72,Yes,3.0,Artist,Yes,3.0,Average,Solar,C
2134,Female,83,Yes,2.0,Lawyer,Yes,1.0,High,Solar,B
2135,Male,37,Yes,3.0,Engineer,Yes,1.0,Average,Wind,A
2136,Female,19,No,3.0,Healthcare,No,0.0,Low,Solar,D
2137,Female,30,No,1.0,Artist,No,1.0,Low,Solar,B
2138,Female,46,No,2.0,Engineer,Yes,1.0,Low,Tidal,B
2139,Female,65,Yes,2.0,Doctor,Yes,1.0,Low,Solar,B
2140,Female,88,Yes,2.0,Lawyer,Yes,1.0,Average,Solar,C
2141,Male,43,Yes,2.0,Entertainment,Yes,0.0,Average,Geothermal,A
2142,Male,50,Yes,3.0,Executive,Yes,9.0,High,Biomass,C
2143,Male,35,No,2.0,Artist,Yes,8.0,Low,Solar,D
2144,Male,67,Yes,1.0,Lawyer,Yes,0.0,Low,Wind,A
2145,Male,66,Yes,1.0,Executive,Yes,0.0,Low,Solar,B
2146,Female,39,No,2.0,Artist,Yes,3.0,Low,Solar,C
2147,Female,46,Yes,,Homemaker,Yes,0.0,Average,Solar,C
2148,Female,32,No,1.0,Homemaker,No,8.0,Low,Solar,D
2149,Female,40,No,1.0,Artist,Yes,6.0,Low,Solar,B
2150,Male,88,Yes,3.0,Lawyer,Yes,0.0,High,Solar,C
2151,Male,30,No,5.0,Healthcare,Yes,8.0,Low,Solar,D
2152,Male,32,No,1.0,Entertainment,Yes,1.0,Low,Solar,A
2153,Male,43,Yes,2.0,Marketing,No,1.0,Low,Not Interested,D
2154,Female,55,Yes,2.0,Engineer,No,3.0,Average,Solar,B
2155,Female,47,Yes,3.0,Artist,Yes,0.0,Average,Solar,C
2156,Female,73,Yes,,Engineer,No,1.0,Low,,A
2157,Male,39,No,1.0,Artist,Yes,,Low,Solar,C
2158,Male,22,No,4.0,Healthcare,No,0.0,Low,Solar,D
2159,Male,39,Yes,5.0,,Yes,0.0,Average,Hydro,A
2160,Female,31,No,7.0,Healthcare,No,0.0,Low,Solar,B
2161,Male,27,No,3.0,Healthcare,Yes,,Low,Biomass,D
2162,Male,19,No,4.0,Healthcare,No,0.0,Low,Solar,D
2163,Male,69,Yes,2.0,Doctor,No,0.0,Average,Solar,C
2164,Male,37,Yes,2.0,Doctor,No,,Average,Solar,B
2165,Male,45,Yes,2.0,Executive,Yes,0.0,High,Solar,C
2166,Female,22,No,3.0,Doctor,No,1.0,Low,Wind,A
2167,Female,26,No,3.0,Doctor,Yes,0.0,Low,Solar,B
2168,Male,39,No,3.0,Artist,Yes,1.0,Low,Not Interested,A
2169,Male,61,Yes,2.0,Entertainment,Yes,1.0,Low,Geothermal,A
2170,Female,74,Yes,2.0,Lawyer,No,1.0,High,Solar,C
2171,Male,29,No,1.0,Artist,Yes,4.0,Low,Wind,D
2172,Male,29,No,1.0,Homemaker,Yes,5.0,Low,Solar,D
2173,Male,36,No,3.0,Executive,No,0.0,Low,Solar,D
2174,Female,63,No,2.0,Doctor,Yes,0.0,Low,Solar,B
2175,Male,69,Yes,5.0,Artist,Yes,0.0,Average,Wind,C
2176,Female,35,,2.0,Artist,Yes,12.0,Low,Solar,B
2177,Male,81,Yes,1.0,Lawyer,Yes,1.0,Low,Solar,A
2178,Female,71,Yes,2.0,Lawyer,No,1.0,High,Solar,B
2179,Female,31,No,2.0,Healthcare,No,10.0,Low,Wind,C
2180,Male,41,Yes,4.0,Entertainment,Yes,9.0,Average,,A
2181,Male,35,Yes,3.0,Homemaker,No,1.0,Average,Solar,B
2182,Female,52,No,1.0,Artist,Yes,6.0,Low,Solar,A
2183,Male,19,No,4.0,Healthcare,No,,Low,Wind,D
2184,Female,39,,1.0,Artist,Yes,0.0,Low,Not Interested,B
2185,Male,45,Yes,2.0,Artist,No,0.0,Low,Hydro,B
2186,Female,19,No,4.0,Marketing,No,1.0,Low,Solar,D
2187,Male,23,No,5.0,Healthcare,No,2.0,Low,Solar,D
2188,Male,77,Yes,2.0,Lawyer,No,0.0,Low,Solar,D
2189,Female,84,Yes,1.0,Lawyer,Yes,0.0,Low,Solar,B
2190,Male,47,Yes,4.0,Entertainment,No,1.0,High,Hydro,D
2191,Male,29,No,3.0,Entertainment,Yes,6.0,Low,Solar,A
2192,Female,35,No,3.0,Artist,Yes,8.0,Low,Biomass,A
2193,Male,40,Yes,2.0,Artist,Yes,14.0,Low,Solar,C
2194,Male,35,No,1.0,Healthcare,No,1.0,Low,Solar,D
2195,Male,20,No,3.0,Healthcare,No,0.0,Low,Biomass,D
2196,Male,43,No,2.0,Entertainment,Yes,0.0,Low,Biomass,A
2197,Male,56,Yes,1.0,Executive,No,0.0,Low,Solar,D
2198,Female,53,Yes,1.0,Artist,Yes,3.0,Low,Not Interested,A
2199,Male,22,Yes,3.0,Executive,No,1.0,High,Solar,D
2200,Male,32,Yes,4.0,Healthcare,No,1.0,High,Hydro,D
2201,Male,51,Yes,5.0,Executive,No,2.0,High,Solar,A
2202,Female,41,No,,Marketing,No,1.0,Low,Wind,D
2203,Male,37,Yes,4.0,Doctor,No,2.0,Average,Solar,A
2204,Male,55,Yes,4.0,Artist,Yes,4.0,Average,Solar,A
2205,Male,42,No,2.0,Entertainment,Yes,3.0,Low,Solar,A
2206,Male,20,No,5.0,Healthcare,No,1.0,Low,Hydro,D
2207,Female,42,No,2.0,Artist,Yes,12.0,Low,Hydro,A
2208,Female,38,Yes,5.0,Engineer,No,1.0,High,Solar,B
2209,Female,52,No,1.0,Engineer,Yes,3.0,Low,Solar,A
